0.000000e+00,0.000000e+00,0.000000e+00
1.179648e-01,0.000000e+00,0.000000e+00
2.359296e-01,0.000000e+00,0.000000e+00
3.538944e-01,0.000000e+00,0.000000e+00
4.718592e-01,0.000000e+00,0.000000e+00
5.898240e-01,0.000000e+00,0.000000e+00
7.077888e-01,0.000000e+00,0.000000e+00
8.257536e-01,0.000000e+00,0.000000e+00
9.437184e-01,0.000000e+00,0.000000e+00
1.061683e+00,0.000000e+00,0.000000e+00
1.179648e+00,0.000000e+00,0.000000e+00
1.297613e+00,0.000000e+00,0.000000e+00
1.415578e+00,0.000000e+00,0.000000e+00
1.533542e+00,0.000000e+00,0.000000e+00
1.651507e+00,0.000000e+00,0.000000e+00
1.769472e+00,0.000000e+00,0.000000e+00
1.887437e+00,0.000000e+00,0.000000e+00
2.005402e+00,0.000000e+00,0.000000e+00
2.123366e+00,0.000000e+00,0.000000e+00
2.241331e+00,0.000000e+00,0.000000e+00
2.359296e+00,0.000000e+00,0.000000e+00
2.477261e+00,0.000000e+00,0.000000e+00
2.595226e+00,0.000000e+00,0.000000e+00
2.713190e+00,0.000000e+00,0.000000e+00
2.831155e+00,0.000000e+00,0.000000e+00
2.949120e+00,0.000000e+00,0.000000e+00
3.067085e+00,0.000000e+00,0.000000e+00
3.185050e+00,0.000000e+00,0.000000e+00
3.303014e+00,0.000000e+00,0.000000e+00
3.420979e+00,0.000000e+00,0.000000e+00
3.538944e+00,0.000000e+00,0.000000e+00
3.656909e+00,0.000000e+00,0.000000e+00
3.774874e+00,0.000000e+00,0.000000e+00
3.892838e+00,0.000000e+00,0.000000e+00
4.010803e+00,0.000000e+00,0.000000e+00
4.128768e+00,0.000000e+00,0.000000e+00
4.246733e+00,0.000000e+00,0.000000e+00
4.364698e+00,0.000000e+00,0.000000e+00
4.482662e+00,0.000000e+00,0.000000e+00
4.600627e+00,0.000000e+00,0.000000e+00
4.718592e+00,0.000000e+00,0.000000e+00
4.836557e+00,0.000000e+00,0.000000e+00
4.954522e+00,0.000000e+00,0.000000e+00
5.072486e+00,0.000000e+00,0.000000e+00
5.190451e+00,0.000000e+00,0.000000e+00
5.308416e+00,0.000000e+00,0.000000e+00
